,date,exercise_date,close,contract_type,exercise_price,maturity
3034,2015-02-25,2015-09-23,0.1691,put,2.4,0.5753424657534246
663,2015-02-25,2015-04-22,0.0775,put,2.35,0.15342465753424658
3950,2015-02-25,2015-06-24,0.09,call,2.5,0.32602739726027397
147,2015-02-25,2015-03-25,0.0146,put,2.2,0.07671232876712329
1207,2015-02-25,2015-06-24,0.0536,put,2.2,0.32602739726027397
1810,2015-02-25,2015-09-23,0.2663,call,2.25,0.5753424657534246
63,2015-02-25,2015-03-25,0.1075,call,2.3,0.07671232876712329
4124,2015-02-25,2015-09-23,0.1432,call,2.5,0.5753424657534246
757,2015-02-25,2015-06-24,0.2503,call,2.2,0.32602739726027397
3662,2015-02-25,2015-09-23,0.1931,put,2.45,0.5753424657534246
119,2015-02-25,2015-03-25,0.0518,call,2.4,0.07671232876712329
1027,2015-02-25,2015-06-24,0.15,call,2.35,0.32602739726027397
3510,2015-02-25,2015-09-23,0.161,call,2.45,0.5753424657534246
847,2015-02-25,2015-06-24,0.2169,call,2.25,0.32602739726027397
3213,2015-02-25,2015-03-25,0.1119,put,2.45,0.07671232876712329
3286,2015-02-25,2015-04-22,0.1332,put,2.45,0.15342465753424658
2728,2015-02-25,2015-09-23,0.1208,put,2.3,0.5753424657534246
3240,2015-02-25,2015-04-22,0.0595,call,2.45,0.15342465753424658
2116,2015-02-25,2015-09-23,0.2001,call,2.35,0.5753424657534246
3421,2015-02-25,2015-06-24,0.1621,put,2.45,0.32602739726027397
203,2015-02-25,2015-03-25,0.0358,put,2.3,0.07671232876712329
231,2015-02-25,2015-03-25,0.0538,put,2.35,0.07671232876712329
3332,2015-02-25,2015-06-24,0.1084,call,2.45,0.32602739726027397
287,2015-02-25,2015-04-22,0.2088,call,2.2,0.15342465753424658
259,2015-02-25,2015-03-25,0.0801,put,2.4,0.07671232876712329
1297,2015-02-25,2015-06-24,0.069,put,2.25,0.32602739726027397
1567,2015-02-25,2015-06-24,0.1325,put,2.4,0.32602739726027397
381,2015-02-25,2015-04-22,0.1349,call,2.3,0.15342465753424658
2422,2015-02-25,2015-09-23,0.0864,put,2.2,0.5753424657534246
937,2015-02-25,2015-06-24,0.182,call,2.3,0.32602739726027397
1963,2015-02-25,2015-09-23,0.2371,call,2.3,0.5753424657534246
334,2015-02-25,2015-04-22,0.1715,call,2.25,0.15342465753424658
4274,2015-02-25,2015-09-23,0.2227,put,2.5,0.5753424657534246
175,2015-02-25,2015-03-25,0.0236,put,2.25,0.07671232876712329
2575,2015-02-25,2015-09-23,0.1048,put,2.25,0.5753424657534246
64,2015-02-26,2015-03-25,0.1628,call,2.3,0.07397260273972603
335,2015-02-26,2015-04-22,0.2215,call,2.25,0.1506849315068493
3838,2015-02-26,2015-03-25,0.0967,put,2.5,0.07397260273972603
2729,2015-02-26,2015-09-23,0.1142,put,2.3,0.5726027397260274
260,2015-02-26,2015-03-25,0.0473,put,2.4,0.07397260273972603
176,2015-02-26,2015-03-25,0.0108,put,2.25,0.07397260273972603
36,2015-02-26,2015-03-25,0.2112,call,2.25,0.07397260273972603
1118,2015-02-26,2015-06-24,0.1625,call,2.4,0.3232876712328767
617,2015-02-26,2015-04-22,0.0396,put,2.3,0.1506849315068493
848,2015-02-26,2015-06-24,0.2509,call,2.25,0.3232876712328767
1478,2015-02-26,2015-06-24,0.0979,put,2.35,0.3232876712328767
232,2015-02-26,2015-03-25,0.031,put,2.35,0.07397260273972603
3511,2015-02-26,2015-09-23,0.1902,call,2.45,0.5726027397260274
664,2015-02-26,2015-04-22,0.0549,put,2.35,0.1506849315068493
3241,2015-02-26,2015-04-22,0.0989,call,2.45,0.1506849315068493
3422,2015-02-26,2015-06-24,0.1344,put,2.45,0.3232876712328767
1208,2015-02-26,2015-06-24,0.0429,put,2.2,0.3232876712328767
148,2015-02-26,2015-03-25,0.0055,put,2.2,0.07397260273972603
476,2015-02-26,2015-04-22,0.1204,call,2.4,0.1506849315068493
1964,2015-02-26,2015-09-23,0.2769,call,2.3,0.5726027397260274
120,2015-02-26,2015-03-25,0.0915,call,2.4,0.07397260273972603
523,2015-02-26,2015-04-22,0.019,put,2.2,0.1506849315068493
288,2015-02-26,2015-04-22,0.2733,call,2.2,0.1506849315068493
3663,2015-02-26,2015-09-23,0.1739,put,2.45,0.5726027397260274
1028,2015-02-26,2015-06-24,0.1867,call,2.35,0.3232876712328767
204,2015-02-26,2015-03-25,0.0181,put,2.3,0.07397260273972603
1811,2015-02-26,2015-09-23,0.3061,call,2.25,0.5726027397260274
3951,2015-02-26,2015-06-24,0.1178,call,2.5,0.3232876712328767
1298,2015-02-26,2015-06-24,0.0609,put,2.25,0.3232876712328767
570,2015-02-26,2015-04-22,0.028,put,2.25,0.1506849315068493
8,2015-02-26,2015-03-25,0.253,call,2.2,0.07397260273972603
2882,2015-02-26,2015-09-23,0.1337,put,2.35,0.5726027397260274
4275,2015-02-26,2015-09-23,0.1997,put,2.5,0.5726027397260274
3813,2015-02-26,2015-03-25,0.0436,call,2.5,0.07397260273972603
1658,2015-02-26,2015-09-23,0.3401,call,2.2,0.5726027397260274
2423,2015-02-26,2015-09-23,0.0791,put,2.2,0.5726027397260274
758,2015-02-26,2015-06-24,0.299,call,2.2,0.3232876712328767
382,2015-02-26,2015-04-22,0.1835,call,2.3,0.1506849315068493
3187,2015-02-26,2015-03-25,0.0655,call,2.45,0.07397260273972603
3035,2015-02-26,2015-09-23,0.1506,put,2.4,0.5726027397260274
92,2015-02-26,2015-03-25,0.126,call,2.35,0.07397260273972603
3333,2015-02-26,2015-06-24,0.1333,call,2.45,0.3232876712328767
3907,2015-02-26,2015-04-22,0.1258,put,2.5,0.1506849315068493
711,2015-02-26,2015-04-22,0.0741,put,2.4,0.1506849315068493
2270,2015-02-26,2015-09-23,0.218,call,2.4,0.5726027397260274
429,2015-02-26,2015-04-22,0.1511,call,2.35,0.1506849315068493
2117,2015-02-26,2015-09-23,0.2433,call,2.35,0.5726027397260274
3214,2015-02-26,2015-03-25,0.0667,put,2.45,0.07397260273972603
1568,2015-02-26,2015-06-24,0.1082,put,2.4,0.3232876712328767
938,2015-02-26,2015-06-24,0.2256,call,2.3,0.3232876712328767
1388,2015-02-26,2015-06-24,0.0733,put,2.3,0.3232876712328767
4038,2015-02-26,2015-06-24,0.1617,put,2.5,0.3232876712328767
3863,2015-02-26,2015-04-22,0.0735,call,2.5,0.1506849315068493
3287,2015-02-26,2015-04-22,0.0972,put,2.45,0.1506849315068493
4125,2015-02-26,2015-09-23,0.1692,call,2.5,0.5726027397260274
2576,2015-02-26,2015-09-23,0.0915,put,2.25,0.5726027397260274
4534,2015-02-27,2015-06-24,0.0987,call,2.55,0.32054794520547947
4039,2015-02-27,2015-06-24,0.151,put,2.5,0.32054794520547947
261,2015-02-27,2015-03-25,0.0488,put,2.4,0.07123287671232877
4276,2015-02-27,2015-09-23,0.1941,put,2.5,0.5698630136986301
1569,2015-02-27,2015-06-24,0.1093,put,2.4,0.32054794520547947
3952,2015-02-27,2015-06-24,0.1179,call,2.5,0.32054794520547947
571,2015-02-27,2015-04-22,0.0294,put,2.25,0.14794520547945206
3036,2015-02-27,2015-09-23,0.1401,put,2.4,0.5698630136986301
205,2015-02-27,2015-03-25,0.0194,put,2.3,0.07123287671232877
3334,2015-02-27,2015-06-24,0.1431,call,2.45,0.32054794520547947
3288,2015-02-27,2015-04-22,0.1011,put,2.45,0.14794520547945206
37,2015-02-27,2015-03-25,0.208,call,2.25,0.07123287671232877
1479,2015-02-27,2015-06-24,0.0901,put,2.35,0.32054794520547947
2118,2015-02-27,2015-09-23,0.2449,call,2.35,0.5698630136986301
2271,2015-02-27,2015-09-23,0.2212,call,2.4,0.5698630136986301
3908,2015-02-27,2015-04-22,0.1283,put,2.5,0.14794520547945206
177,2015-02-27,2015-03-25,0.0108,put,2.25,0.07123287671232877
524,2015-02-27,2015-04-22,0.0199,put,2.2,0.14794520547945206
233,2015-02-27,2015-03-25,0.0316,put,2.35,0.07123287671232877
3423,2015-02-27,2015-06-24,0.1255,put,2.45,0.32054794520547947
1299,2015-02-27,2015-06-24,0.0578,put,2.25,0.32054794520547947
618,2015-02-27,2015-04-22,0.0416,put,2.3,0.14794520547945206
939,2015-02-27,2015-06-24,0.2257,call,2.3,0.32054794520547947
1029,2015-02-27,2015-06-24,0.1934,call,2.35,0.32054794520547947
3188,2015-02-27,2015-03-25,0.0618,call,2.45,0.07123287671232877
65,2015-02-27,2015-03-25,0.1656,call,2.3,0.07123287671232877
1119,2015-02-27,2015-06-24,0.1653,call,2.4,0.32054794520547947
3839,2015-02-27,2015-03-25,0.1011,put,2.5,0.07123287671232877
4496,2015-02-27,2015-04-22,0.1584,put,2.55,0.14794520547945206
2730,2015-02-27,2015-09-23,0.1054,put,2.3,0.5698630136986301
336,2015-02-27,2015-04-22,0.227,call,2.25,0.14794520547945206
3664,2015-02-27,2015-09-23,0.164,put,2.45,0.5698630136986301
712,2015-02-27,2015-04-22,0.077,put,2.4,0.14794520547945206
430,2015-02-27,2015-04-22,0.1518,call,2.35,0.14794520547945206
3215,2015-02-27,2015-03-25,0.0713,put,2.45,0.07123287671232877
4840,2015-02-27,2015-09-23,0.2238,put,2.55,0.5698630136986301
4439,2015-02-27,2015-03-25,0.1336,put,2.55,0.07123287671232877
4696,2015-02-27,2015-09-23,0.1476,call,2.55,0.5698630136986301
4126,2015-02-27,2015-09-23,0.1684,call,2.5,0.5698630136986301
1389,2015-02-27,2015-06-24,0.068,put,2.3,0.32054794520547947
4615,2015-02-27,2015-06-24,0.1888,put,2.55,0.32054794520547947
1812,2015-02-27,2015-09-23,0.3074,call,2.25,0.5698630136986301
759,2015-02-27,2015-06-24,0.3041,call,2.2,0.32054794520547947
2424,2015-02-27,2015-09-23,0.072,put,2.2,0.5698630136986301
2883,2015-02-27,2015-09-23,0.1293,put,2.35,0.5698630136986301
3814,2015-02-27,2015-03-25,0.0418,call,2.5,0.07123287671232877
1659,2015-02-27,2015-09-23,0.3574,call,2.2,0.5698630136986301
383,2015-02-27,2015-04-22,0.187,call,2.3,0.14794520547945206
4458,2015-02-27,2015-04-22,0.0542,call,2.55,0.14794520547945206
849,2015-02-27,2015-06-24,0.2669,call,2.25,0.32054794520547947
121,2015-02-27,2015-03-25,0.0906,call,2.4,0.07123287671232877
665,2015-02-27,2015-04-22,0.0576,put,2.35,0.14794520547945206
1209,2015-02-27,2015-06-24,0.0459,put,2.2,0.32054794520547947
93,2015-02-27,2015-03-25,0.1232,call,2.35,0.07123287671232877
4420,2015-02-27,2015-03-25,0.0272,call,2.55,0.07123287671232877
477,2015-02-27,2015-04-22,0.1202,call,2.4,0.14794520547945206
9,2015-02-27,2015-03-25,0.2488,call,2.2,0.07123287671232877
3242,2015-02-27,2015-04-22,0.0961,call,2.45,0.14794520547945206
3864,2015-02-27,2015-04-22,0.0733,call,2.5,0.14794520547945206
1965,2015-02-27,2015-09-23,0.2755,call,2.3,0.5698630136986301
2577,2015-02-27,2015-09-23,,put,2.25,0.5698630136986301
3512,2015-02-27,2015-09-23,0.187,call,2.45,0.5698630136986301
289,2015-02-27,2015-04-22,0.2722,call,2.2,0.14794520547945206
149,2015-02-27,2015-03-25,0.006,put,2.2,0.07123287671232877
666,2015-03-02,2015-04-22,0.0567,put,2.35,0.13972602739726028
3513,2015-03-02,2015-09-23,0.1921,call,2.45,0.5616438356164384
4616,2015-03-02,2015-06-24,0.1906,put,2.55,0.31232876712328766
572,2015-03-02,2015-04-22,0.0294,put,2.25,0.13972602739726028
760,2015-03-02,2015-06-24,0.3065,call,2.2,0.31232876712328766
3335,2015-03-02,2015-06-24,0.144,call,2.45,0.31232876712328766
66,2015-03-02,2015-03-25,0.1624,call,2.3,0.06301369863013699
3815,2015-03-02,2015-03-25,0.0433,call,2.5,0.06301369863013699
3865,2015-03-02,2015-04-22,0.0765,call,2.5,0.13972602739726028
94,2015-03-02,2015-03-25,0.1244,call,2.35,0.06301369863013699
3189,2015-03-02,2015-03-25,0.0641,call,2.45,0.06301369863013699
3289,2015-03-02,2015-04-22,0.102,put,2.45,0.13972602739726028
1966,2015-03-02,2015-09-23,0.274,call,2.3,0.5616438356164384
1813,2015-03-02,2015-09-23,0.3065,call,2.25,0.5616438356164384
1120,2015-03-02,2015-06-24,0.1655,call,2.4,0.31232876712328766
3840,2015-03-02,2015-03-25,0.1011,put,2.5,0.06301369863013699
3424,2015-03-02,2015-06-24,0.1378,put,2.45,0.31232876712328766
10,2015-03-02,2015-03-25,0.2504,call,2.2,0.06301369863013699
1030,2015-03-02,2015-06-24,0.2011,call,2.35,0.31232876712328766
3243,2015-03-02,2015-04-22,0.0956,call,2.45,0.13972602739726028
3665,2015-03-02,2015-09-23,0.1726,put,2.45,0.5616438356164384
1390,2015-03-02,2015-06-24,0.0759,put,2.3,0.31232876712328766
619,2015-03-02,2015-04-22,0.0415,put,2.3,0.13972602739726028
713,2015-03-02,2015-04-22,0.0784,put,2.4,0.13972602739726028
3216,2015-03-02,2015-03-25,0.0705,put,2.45,0.06301369863013699
940,2015-03-02,2015-06-24,0.2265,call,2.3,0.31232876712328766
4841,2015-03-02,2015-09-23,0.2301,put,2.55,0.5616438356164384
2119,2015-03-02,2015-09-23,0.2435,call,2.35,0.5616438356164384
4697,2015-03-02,2015-09-23,0.151,call,2.55,0.5616438356164384
850,2015-03-02,2015-06-24,0.2592,call,2.25,0.31232876712328766
3909,2015-03-02,2015-04-22,0.1301,put,2.5,0.13972602739726028
122,2015-03-02,2015-03-25,0.0922,call,2.4,0.06301369863013699
1480,2015-03-02,2015-06-24,0.0934,put,2.35,0.31232876712328766
4459,2015-03-02,2015-04-22,0.0586,call,2.55,0.13972602739726028
525,2015-03-02,2015-04-22,0.0198,put,2.2,0.13972602739726028
38,2015-03-02,2015-03-25,0.201,call,2.25,0.06301369863013699
2884,2015-03-02,2015-09-23,0.129,put,2.35,0.5616438356164384
2578,2015-03-02,2015-09-23,0.0919,put,2.25,0.5616438356164384
4040,2015-03-02,2015-06-24,0.1655,put,2.5,0.31232876712328766
4535,2015-03-02,2015-06-24,0.1025,call,2.55,0.31232876712328766
1660,2015-03-02,2015-09-23,0.3408,call,2.2,0.5616438356164384
4127,2015-03-02,2015-09-23,0.1698,call,2.5,0.5616438356164384
4421,2015-03-02,2015-03-25,0.029,call,2.55,0.06301369863013699
2272,2015-03-02,2015-09-23,0.2163,call,2.4,0.5616438356164384
384,2015-03-02,2015-04-22,0.1869,call,2.3,0.13972602739726028
337,2015-03-02,2015-04-22,0.2331,call,2.25,0.13972602739726028
2425,2015-03-02,2015-09-23,0.079,put,2.2,0.5616438356164384
478,2015-03-02,2015-04-22,0.1242,call,2.4,0.13972602739726028
2731,2015-03-02,2015-09-23,0.1064,put,2.3,0.5616438356164384
3953,2015-03-02,2015-06-24,0.121,call,2.5,0.31232876712328766
4440,2015-03-02,2015-03-25,0.1304,put,2.55,0.06301369863013699
3037,2015-03-02,2015-09-23,,put,2.4,0.5616438356164384
290,2015-03-02,2015-04-22,0.2739,call,2.2,0.13972602739726028
150,2015-03-02,2015-03-25,0.0056,put,2.2,0.06301369863013699
1210,2015-03-02,2015-06-24,0.0479,put,2.2,0.31232876712328766
431,2015-03-02,2015-04-22,0.1496,call,2.35,0.13972602739726028
178,2015-03-02,2015-03-25,0.01,put,2.25,0.06301369863013699
234,2015-03-02,2015-03-25,0.0301,put,2.35,0.06301369863013699
4497,2015-03-02,2015-04-22,0.1592,put,2.55,0.13972602739726028
4277,2015-03-02,2015-09-23,0.2045,put,2.5,0.5616438356164384
1570,2015-03-02,2015-06-24,0.1143,put,2.4,0.31232876712328766
206,2015-03-02,2015-03-25,0.0175,put,2.3,0.06301369863013699
262,2015-03-02,2015-03-25,0.0485,put,2.4,0.06301369863013699
1300,2015-03-02,2015-06-24,0.0601,put,2.25,0.31232876712328766
3190,2015-03-03,2015-03-25,0.0301,call,2.45,0.06027397260273973
1211,2015-03-03,2015-06-24,0.0588,put,2.2,0.3095890410958904
4460,2015-03-03,2015-04-22,0.0352,call,2.55,0.136986301369863
761,2015-03-03,2015-06-24,0.255,call,2.2,0.3095890410958904
151,2015-03-03,2015-03-25,0.0123,put,2.2,0.06027397260273973
4617,2015-03-03,2015-06-24,0.2291,put,2.55,0.3095890410958904
714,2015-03-03,2015-04-22,0.1075,put,2.4,0.136986301369863
123,2015-03-03,2015-03-25,0.0481,call,2.4,0.06027397260273973
1121,2015-03-03,2015-06-24,0.1323,call,2.4,0.3095890410958904
385,2015-03-03,2015-04-22,0.14,call,2.3,0.136986301369863
3841,2015-03-03,2015-03-25,0.153,put,2.5,0.06027397260273973
4498,2015-03-03,2015-04-22,0.2126,put,2.55,0.136986301369863
1661,2015-03-03,2015-09-23,0.3012,call,2.2,0.5589041095890411
3816,2015-03-03,2015-03-25,0.0181,call,2.5,0.06027397260273973
432,2015-03-03,2015-04-22,0.11,call,2.35,0.136986301369863
2885,2015-03-03,2015-09-23,0.1472,put,2.35,0.5589041095890411
4128,2015-03-03,2015-09-23,0.15,call,2.5,0.5589041095890411
667,2015-03-03,2015-04-22,0.0829,put,2.35,0.136986301369863
2426,2015-03-03,2015-09-23,0.0895,put,2.2,0.5589041095890411
3666,2015-03-03,2015-09-23,0.1999,put,2.45,0.5589041095890411
4698,2015-03-03,2015-09-23,0.1345,call,2.55,0.5589041095890411
207,2015-03-03,2015-03-25,0.0339,put,2.3,0.06027397260273973
3336,2015-03-03,2015-06-24,0.1077,call,2.45,0.3095890410958904
3290,2015-03-03,2015-04-22,0.1365,put,2.45,0.136986301369863
2120,2015-03-03,2015-09-23,0.2051,call,2.35,0.5589041095890411
4278,2015-03-03,2015-09-23,0.2402,put,2.5,0.5589041095890411
179,2015-03-03,2015-03-25,0.0209,put,2.25,0.06027397260273973
235,2015-03-03,2015-03-25,0.0565,put,2.35,0.06027397260273973
3425,2015-03-03,2015-06-24,0.1591,put,2.45,0.3095890410958904
1301,2015-03-03,2015-06-24,0.0754,put,2.25,0.3095890410958904
941,2015-03-03,2015-06-24,0.1818,call,2.3,0.3095890410958904
263,2015-03-03,2015-03-25,0.0815,put,2.4,0.06027397260273973
1571,2015-03-03,2015-06-24,0.1404,put,2.4,0.3095890410958904
1031,2015-03-03,2015-06-24,0.1671,call,2.35,0.3095890410958904
95,2015-03-03,2015-03-25,0.0729,call,2.35,0.06027397260273973
67,2015-03-03,2015-03-25,0.1028,call,2.3,0.06027397260273973
291,2015-03-03,2015-04-22,0.211,call,2.2,0.136986301369863
3514,2015-03-03,2015-09-23,0.165,call,2.45,0.5589041095890411
1967,2015-03-03,2015-09-23,0.2366,call,2.3,0.5589041095890411
2579,2015-03-03,2015-09-23,0.1086,put,2.25,0.5589041095890411
3244,2015-03-03,2015-04-22,0.0639,call,2.45,0.136986301369863
11,2015-03-03,2015-03-25,0.179,call,2.2,0.06027397260273973
4422,2015-03-03,2015-03-25,0.0108,call,2.55,0.06027397260273973
851,2015-03-03,2015-06-24,0.2245,call,2.25,0.3095890410958904
4441,2015-03-03,2015-03-25,0.192,put,2.55,0.06027397260273973
338,2015-03-03,2015-04-22,0.1775,call,2.25,0.136986301369863
3217,2015-03-03,2015-03-25,0.1136,put,2.45,0.06027397260273973
2732,2015-03-03,2015-09-23,0.1281,put,2.3,0.5589041095890411
4842,2015-03-03,2015-09-23,0.2485,put,2.55,0.5589041095890411
1391,2015-03-03,2015-06-24,0.0948,put,2.3,0.3095890410958904
1814,2015-03-03,2015-09-23,0.2653,call,2.25,0.5589041095890411
479,2015-03-03,2015-04-22,0.0853,call,2.4,0.136986301369863
3954,2015-03-03,2015-06-24,0.0885,call,2.5,0.3095890410958904
2273,2015-03-03,2015-09-23,0.181,call,2.4,0.5589041095890411
4041,2015-03-03,2015-06-24,0.1886,put,2.5,0.3095890410958904
3038,2015-03-03,2015-09-23,0.1814,put,2.4,0.5589041095890411
39,2015-03-03,2015-03-25,0.1374,call,2.25,0.06027397260273973
3910,2015-03-03,2015-04-22,0.1638,put,2.5,0.136986301369863
620,2015-03-03,2015-04-22,0.06,put,2.3,0.136986301369863
526,2015-03-03,2015-04-22,0.0304,put,2.2,0.136986301369863
573,2015-03-03,2015-04-22,0.044,put,2.25,0.136986301369863
1481,2015-03-03,2015-06-24,0.1151,put,2.35,0.3095890410958904
4536,2015-03-03,2015-06-24,0.074,call,2.55,0.3095890410958904
3866,2015-03-03,2015-04-22,0.047,call,2.5,0.136986301369863
1302,2015-03-04,2015-06-24,0.0732,put,2.25,0.30684931506849317
4461,2015-03-04,2015-04-22,0.0297,call,2.55,0.13424657534246576
762,2015-03-04,2015-06-24,0.242,call,2.2,0.30684931506849317
433,2015-03-04,2015-04-22,0.1024,call,2.35,0.13424657534246576
621,2015-03-04,2015-04-22,0.0622,put,2.3,0.13424657534246576
4618,2015-03-04,2015-06-24,0.2339,put,2.55,0.30684931506849317
3245,2015-03-04,2015-04-22,0.057,call,2.45,0.13424657534246576
152,2015-03-04,2015-03-25,0.0098,put,2.2,0.057534246575342465
480,2015-03-04,2015-04-22,0.079,call,2.4,0.13424657534246576
3817,2015-03-04,2015-03-25,0.016,call,2.5,0.057534246575342465
124,2015-03-04,2015-03-25,0.0449,call,2.4,0.057534246575342465
4442,2015-03-04,2015-03-25,0.195,put,2.55,0.057534246575342465
4042,2015-03-04,2015-06-24,0.2066,put,2.5,0.30684931506849317
3218,2015-03-04,2015-03-25,0.1096,put,2.45,0.057534246575342465
1968,2015-03-04,2015-09-23,0.2255,call,2.3,0.5561643835616439
715,2015-03-04,2015-04-22,0.1073,put,2.4,0.13424657534246576
1572,2015-03-04,2015-06-24,0.1456,put,2.4,0.30684931506849317
180,2015-03-04,2015-03-25,0.0174,put,2.25,0.057534246575342465
40,2015-03-04,2015-03-25,0.136,call,2.25,0.057534246575342465
1482,2015-03-04,2015-06-24,0.1122,put,2.35,0.30684931506849317
3955,2015-03-04,2015-06-24,0.0855,call,2.5,0.30684931506849317
2580,2015-03-04,2015-09-23,0.1119,put,2.25,0.5561643835616439
4279,2015-03-04,2015-09-23,0.2343,put,2.5,0.5561643835616439
3191,2015-03-04,2015-03-25,0.0274,call,2.45,0.057534246575342465
68,2015-03-04,2015-03-25,0.1,call,2.3,0.057534246575342465
3911,2015-03-04,2015-04-22,0.173,put,2.5,0.13424657534246576
4129,2015-03-04,2015-09-23,0.1341,call,2.5,0.5561643835616439
852,2015-03-04,2015-06-24,0.21,call,2.25,0.30684931506849317
3426,2015-03-04,2015-06-24,0.1725,put,2.45,0.30684931506849317
2733,2015-03-04,2015-09-23,0.1328,put,2.3,0.5561643835616439
12,2015-03-04,2015-03-25,0.174,call,2.2,0.057534246575342465
2886,2015-03-04,2015-09-23,0.1544,put,2.35,0.5561643835616439
2274,2015-03-04,2015-09-23,0.18,call,2.4,0.5561643835616439
2427,2015-03-04,2015-09-23,0.0975,put,2.2,0.5561643835616439
208,2015-03-04,2015-03-25,0.0312,put,2.3,0.057534246575342465
386,2015-03-04,2015-04-22,0.1293,call,2.3,0.13424657534246576
1212,2015-03-04,2015-06-24,0.0605,put,2.2,0.30684931506849317
4843,2015-03-04,2015-09-23,0.2765,put,2.55,0.5561643835616439
3867,2015-03-04,2015-04-22,0.0408,call,2.5,0.13424657534246576
668,2015-03-04,2015-04-22,0.0826,put,2.35,0.13424657534246576
4537,2015-03-04,2015-06-24,0.0665,call,2.55,0.30684931506849317
1032,2015-03-04,2015-06-24,0.153,call,2.35,0.30684931506849317
1392,2015-03-04,2015-06-24,0.091,put,2.3,0.30684931506849317
3291,2015-03-04,2015-04-22,0.1377,put,2.45,0.13424657534246576
4423,2015-03-04,2015-03-25,0.009,call,2.55,0.057534246575342465
236,2015-03-04,2015-03-25,0.0501,put,2.35,0.057534246575342465
264,2015-03-04,2015-03-25,0.0781,put,2.4,0.057534246575342465
3337,2015-03-04,2015-06-24,0.106,call,2.45,0.30684931506849317
3667,2015-03-04,2015-09-23,0.2077,put,2.45,0.5561643835616439
3515,2015-03-04,2015-09-23,0.158,call,2.45,0.5561643835616439
2121,2015-03-04,2015-09-23,0.2057,call,2.35,0.5561643835616439
96,2015-03-04,2015-03-25,0.0686,call,2.35,0.057534246575342465
3842,2015-03-04,2015-03-25,0.1451,put,2.5,0.057534246575342465
1815,2015-03-04,2015-09-23,0.2609,call,2.25,0.5561643835616439
1662,2015-03-04,2015-09-23,0.2888,call,2.2,0.5561643835616439
292,2015-03-04,2015-04-22,0.2046,call,2.2,0.13424657534246576
4499,2015-03-04,2015-04-22,0.2034,put,2.55,0.13424657534246576
527,2015-03-04,2015-04-22,0.0287,put,2.2,0.13424657534246576
4699,2015-03-04,2015-09-23,,call,2.55,0.5561643835616439
942,2015-03-04,2015-06-24,0.1847,call,2.3,0.30684931506849317
3039,2015-03-04,2015-09-23,0.1797,put,2.4,0.5561643835616439
574,2015-03-04,2015-04-22,0.0425,put,2.25,0.13424657534246576
1122,2015-03-04,2015-06-24,0.1284,call,2.4,0.30684931506849317
339,2015-03-04,2015-04-22,0.1634,call,2.25,0.13424657534246576
763,2015-03-05,2015-06-24,0.2142,call,2.2,0.3041095890410959
237,2015-03-05,2015-03-25,0.0623,put,2.35,0.0547945205479452
3040,2015-03-05,2015-09-23,0.192,put,2.4,0.5534246575342465
2734,2015-03-05,2015-09-23,0.135,put,2.3,0.5534246575342465
